id,intitule,description,dateCreation,dateActualisation,lieuTravail_libelle,lieuTravail_commune,romeCode,entreprise_nom,typeContrat,experienceLibelle,alternance,origineOffre_urlOrigine,origineOffre_partenaires,dureeTravailLibelle,secteurActiviteLibelle,salaire_libelle,competences,qualitesProfessionnelles,contact_coordonnees1
6710609,Développeur Python (H/F),"Description du poste :
Entreprise à l'ambiance startup et bénéficiant de la solidité d'un beau groupe !
Nous recherchons un Lead Développeur Python / VueJS H/F en CDI à Montpellier pour rejoindre cette référence dans l'édition de logiciel.
La confidentialité de votre candidature est assurée.
Vous jouerez un rôle de référent technique pour les projets de développement et de maintenance de leur application interne de multidiffusion d'annonces. Vous intégrerez une équipe dynamique de 5 personnes, dont un Product Owner, travaillant en méthode agile sur plusieurs sites.
La solution est en SaaS, entièrement basée sur le web et hébergée dans le Cloud.
Vos principales responsabilités incluent :***Analyse des besoins : Collaborer avec le PO pour identifier les besoins utilisateurs et rédiger les spécifications techniques appropriées.
* Décisions techniques : Prendre des décisions sur les orientations techniques des projets.
* Maintenance et évolutions : Assurer la maintenance et les mises à jour régulières des applications en production.
* Collaboration d'équipe : Travailler étroitement avec les développeurs et les chefs de projet pour garantir la cohérence des développements.
* Documentation : Rédiger et mettre à jour la documentation technique liée aux applications.
* Qualité du code : Participer aux revues de code et garantir le respect des standards de qualité.
Environnement technique : Front-end : HTML, CSS, JavaScript, VueJ / Back-end : Python (Django, Flask, Sanic / Outils : PostgreSQL, PrismaORM, OpenAI, Redoc, Mako, Postgraphile, API GraphQL, Docker, Terraform
Vos avantages:***Primes variable intéressant
* 2 jours/semaine de télétravail possible
* Accompagnement personnalisé
* Programme d'intégration
* Teambuildings, afterwork, séminaires et autres évènements à thèmes.
* Locaux agréables ouverts et spacieux.
* Contrat cadre
* Salaire : entre 40 000 euros et 60 000 euros
Vous souhaitez les rejoindre et vous amuser techniquement ?
N'hésitez pas à postuler !
LEA Recrutement
Description du profil :
Votre profil:
- Vous êtes titulaire d'un diplôme en informatique, en génie logiciel ou dans un domaine similaire, avec une expérience solide de 3 à 5 ans en développement Python.
- Vous avez notamment évolué dans des projets d'applications web complexes, où vous êtes reconnu pour garantir l'application des bonnes pratiques. Vous prenez plaisir à accompagner des développeurs plus juniors en tant que Lead, notamment lors des phases de Run.
- Enfin, vous faites preuve d'autonomie et savez prendre des initiatives dans des environnements exigeants, où vous vous adaptez rapidement aux nouvelles technologies et aux changements constants.",2024-10-29T21:06:20.000Z,2024-11-21T08:54:17.000Z,34 - MONTPELLIER,34172,M1805,,CDI,Expérience exigée de 3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6710609,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/41448897?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}, {'nom': 'CADREMPLOI', 'url': 'https://www.cadremploi.fr/emploi/detail_offre?offreId=156454539762953069&provenance=pole_emploi&utm_source=pole_emploi&utm_medium=flux&utm_campaign=pole_emploi_agregateur__flux_offres', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/cadremploi80.png'}]",,,"Annuel de 40000,00 Euros à 60000,00 Euros",,,
6710609,Développeur Python (H/F),"Description du poste :
Entreprise à l'ambiance startup et bénéficiant de la solidité d'un beau groupe !
Nous recherchons un Lead Développeur Python / VueJS H/F en CDI à Montpellier pour rejoindre cette référence dans l'édition de logiciel.
La confidentialité de votre candidature est assurée.
Vous jouerez un rôle de référent technique pour les projets de développement et de maintenance de leur application interne de multidiffusion d'annonces. Vous intégrerez une équipe dynamique de 5 personnes, dont un Product Owner, travaillant en méthode agile sur plusieurs sites.
La solution est en SaaS, entièrement basée sur le web et hébergée dans le Cloud.
Vos principales responsabilités incluent :***Analyse des besoins : Collaborer avec le PO pour identifier les besoins utilisateurs et rédiger les spécifications techniques appropriées.
* Décisions techniques : Prendre des décisions sur les orientations techniques des projets.
* Maintenance et évolutions : Assurer la maintenance et les mises à jour régulières des applications en production.
* Collaboration d'équipe : Travailler étroitement avec les développeurs et les chefs de projet pour garantir la cohérence des développements.
* Documentation : Rédiger et mettre à jour la documentation technique liée aux applications.
* Qualité du code : Participer aux revues de code et garantir le respect des standards de qualité.
Environnement technique : Front-end : HTML, CSS, JavaScript, VueJ / Back-end : Python (Django, Flask, Sanic / Outils : PostgreSQL, PrismaORM, OpenAI, Redoc, Mako, Postgraphile, API GraphQL, Docker, Terraform
Vos avantages:***Primes variable intéressant
* 2 jours/semaine de télétravail possible
* Accompagnement personnalisé
* Programme d'intégration
* Teambuildings, afterwork, séminaires et autres évènements à thèmes.
* Locaux agréables ouverts et spacieux.
* Contrat cadre
* Salaire : entre 40 000 euros et 60 000 euros
Vous souhaitez les rejoindre et vous amuser techniquement ?
N'hésitez pas à postuler !
LEA Recrutement
Description du profil :
Votre profil:
- Vous êtes titulaire d'un diplôme en informatique, en génie logiciel ou dans un domaine similaire, avec une expérience solide de 3 à 5 ans en développement Python.
- Vous avez notamment évolué dans des projets d'applications web complexes, où vous êtes reconnu pour garantir l'application des bonnes pratiques. Vous prenez plaisir à accompagner des développeurs plus juniors en tant que Lead, notamment lors des phases de Run.
- Enfin, vous faites preuve d'autonomie et savez prendre des initiatives dans des environnements exigeants, où vous vous adaptez rapidement aux nouvelles technologies et aux changements constants.",2024-10-29T21:06:20.000Z,2024-11-21T08:54:17.000Z,34 - MONTPELLIER,34172,M1805,,CDI,Expérience exigée de 3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6710609,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/41448897?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}, {'nom': 'CADREMPLOI', 'url': 'https://www.cadremploi.fr/emploi/detail_offre?offreId=156454539762953069&provenance=pole_emploi&utm_source=pole_emploi&utm_medium=flux&utm_campaign=pole_emploi_agregateur__flux_offres', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/cadremploi80.png'}]",,,"Annuel de 40000,00 Euros à 60000,00 Euros",,,
6710609,Développeur Python (H/F),"Description du poste :
Entreprise à l'ambiance startup et bénéficiant de la solidité d'un beau groupe !
Nous recherchons un Lead Développeur Python / VueJS H/F en CDI à Montpellier pour rejoindre cette référence dans l'édition de logiciel.
La confidentialité de votre candidature est assurée.
Vous jouerez un rôle de référent technique pour les projets de développement et de maintenance de leur application interne de multidiffusion d'annonces. Vous intégrerez une équipe dynamique de 5 personnes, dont un Product Owner, travaillant en méthode agile sur plusieurs sites.
La solution est en SaaS, entièrement basée sur le web et hébergée dans le Cloud.
Vos principales responsabilités incluent :***Analyse des besoins : Collaborer avec le PO pour identifier les besoins utilisateurs et rédiger les spécifications techniques appropriées.
* Décisions techniques : Prendre des décisions sur les orientations techniques des projets.
* Maintenance et évolutions : Assurer la maintenance et les mises à jour régulières des applications en production.
* Collaboration d'équipe : Travailler étroitement avec les développeurs et les chefs de projet pour garantir la cohérence des développements.
* Documentation : Rédiger et mettre à jour la documentation technique liée aux applications.
* Qualité du code : Participer aux revues de code et garantir le respect des standards de qualité.
Environnement technique : Front-end : HTML, CSS, JavaScript, VueJ / Back-end : Python (Django, Flask, Sanic / Outils : PostgreSQL, PrismaORM, OpenAI, Redoc, Mako, Postgraphile, API GraphQL, Docker, Terraform
Vos avantages:***Primes variable intéressant
* 2 jours/semaine de télétravail possible
* Accompagnement personnalisé
* Programme d'intégration
* Teambuildings, afterwork, séminaires et autres évènements à thèmes.
* Locaux agréables ouverts et spacieux.
* Contrat cadre
* Salaire : entre 40 000 euros et 60 000 euros
Vous souhaitez les rejoindre et vous amuser techniquement ?
N'hésitez pas à postuler !
LEA Recrutement
Description du profil :
Votre profil:
- Vous êtes titulaire d'un diplôme en informatique, en génie logiciel ou dans un domaine similaire, avec une expérience solide de 3 à 5 ans en développement Python.
- Vous avez notamment évolué dans des projets d'applications web complexes, où vous êtes reconnu pour garantir l'application des bonnes pratiques. Vous prenez plaisir à accompagner des développeurs plus juniors en tant que Lead, notamment lors des phases de Run.
- Enfin, vous faites preuve d'autonomie et savez prendre des initiatives dans des environnements exigeants, où vous vous adaptez rapidement aux nouvelles technologies et aux changements constants.",2024-10-29T21:06:20.000Z,2024-11-21T08:54:17.000Z,34 - MONTPELLIER,34172,M1805,,CDI,Expérience exigée de 3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6710609,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/41448897?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}, {'nom': 'CADREMPLOI', 'url': 'https://www.cadremploi.fr/emploi/detail_offre?offreId=156454539762953069&provenance=pole_emploi&utm_source=pole_emploi&utm_medium=flux&utm_campaign=pole_emploi_agregateur__flux_offres', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/cadremploi80.png'}]",,,"Annuel de 40000,00 Euros à 60000,00 Euros",,,
6710609,Développeur Python (H/F),"Description du poste :
Entreprise à l'ambiance startup et bénéficiant de la solidité d'un beau groupe !
Nous recherchons un Lead Développeur Python / VueJS H/F en CDI à Montpellier pour rejoindre cette référence dans l'édition de logiciel.
La confidentialité de votre candidature est assurée.
Vous jouerez un rôle de référent technique pour les projets de développement et de maintenance de leur application interne de multidiffusion d'annonces. Vous intégrerez une équipe dynamique de 5 personnes, dont un Product Owner, travaillant en méthode agile sur plusieurs sites.
La solution est en SaaS, entièrement basée sur le web et hébergée dans le Cloud.
Vos principales responsabilités incluent :***Analyse des besoins : Collaborer avec le PO pour identifier les besoins utilisateurs et rédiger les spécifications techniques appropriées.
* Décisions techniques : Prendre des décisions sur les orientations techniques des projets.
* Maintenance et évolutions : Assurer la maintenance et les mises à jour régulières des applications en production.
* Collaboration d'équipe : Travailler étroitement avec les développeurs et les chefs de projet pour garantir la cohérence des développements.
* Documentation : Rédiger et mettre à jour la documentation technique liée aux applications.
* Qualité du code : Participer aux revues de code et garantir le respect des standards de qualité.
Environnement technique : Front-end : HTML, CSS, JavaScript, VueJ / Back-end : Python (Django, Flask, Sanic / Outils : PostgreSQL, PrismaORM, OpenAI, Redoc, Mako, Postgraphile, API GraphQL, Docker, Terraform
Vos avantages:***Primes variable intéressant
* 2 jours/semaine de télétravail possible
* Accompagnement personnalisé
* Programme d'intégration
* Teambuildings, afterwork, séminaires et autres évènements à thèmes.
* Locaux agréables ouverts et spacieux.
* Contrat cadre
* Salaire : entre 40 000 euros et 60 000 euros
Vous souhaitez les rejoindre et vous amuser techniquement ?
N'hésitez pas à postuler !
LEA Recrutement
Description du profil :
Votre profil:
- Vous êtes titulaire d'un diplôme en informatique, en génie logiciel ou dans un domaine similaire, avec une expérience solide de 3 à 5 ans en développement Python.
- Vous avez notamment évolué dans des projets d'applications web complexes, où vous êtes reconnu pour garantir l'application des bonnes pratiques. Vous prenez plaisir à accompagner des développeurs plus juniors en tant que Lead, notamment lors des phases de Run.
- Enfin, vous faites preuve d'autonomie et savez prendre des initiatives dans des environnements exigeants, où vous vous adaptez rapidement aux nouvelles technologies et aux changements constants.",2024-10-29T21:06:20.000Z,2024-11-21T08:54:17.000Z,34 - MONTPELLIER,34172,M1805,,CDI,Expérience exigée de 3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6710609,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/41448897?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}, {'nom': 'CADREMPLOI', 'url': 'https://www.cadremploi.fr/emploi/detail_offre?offreId=156454539762953069&provenance=pole_emploi&utm_source=pole_emploi&utm_medium=flux&utm_campaign=pole_emploi_agregateur__flux_offres', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/cadremploi80.png'}]",,,"Annuel de 40000,00 Euros à 60000,00 Euros",,,
6711250,Développeur Full Stack - Java - Orléans (H/F),"Votre futur environnement de travail :
Vous rejoindrez le site d'Orléans&#xa0;localisé proche de la gare et accessible en transports en commun. Fort de plus de 250 collaborateurs, vous intègrerez des équipes travaillant sur&#xa0;des domaines fonctionnels variés&#xa0;tels que l'assurance, les jeux et paris en ligne, la protection sociale ou les télécoms.
Intégré(e) au sein du pôle d\'expertise technologique de l\'agence, vous interviendrez de manière transverse au sein d'équipes projet pluridisciplinaire.
Vous aurez l'opportunité de contribuer aux chantiers porteurs de nos clients grand compte (parcours digitaux, solution d'orchestration, éditique, architecture logicielle, data, cloud) avec l'appui des diverses communautés du centre et de nos nombreux parcours certifiants.
Ecosystème technologique : Azure, AWS, Java, .Net, Kotlin, Angular, React, Spring Boot, API Management, Camunda, MarkLogic.
&#xa0;
Votre rôle et vos missions :
Au sein d\'une équipe Agile, vous intervenez sur tout le cycle de vie du projet :
 * Vous développez&#xa0;les nouvelles fonctionnalités/composantes et participez à leur déploiement
 * Vous participez à la consolidation de la chaîne de valeur technique des applications (code review, mise en production, industrialisation...)
 * Vous participez aux cérémonies Agile/Scrum &#xa0;
 * Vous participez&#xa0;aux phases de recettes techniques
 * Vous rédigez la documentation technique associée
 * Vous participerez dans un second temps aux phases amonts des projets (recueil et analyse du besoin client ; conception fonctionnelle ; architecture technique).
Votre profil :
Vous maîtrisez le langage Java et vous avez idéalement déjà travaillé sur des frameworks comme ReactJS, Angular ou Spring Batch
Vous avez des connaissances sur des outils et technologies comme Git, Docker, Kubernetes.
Vous connaissez les pratiques DevOps, et d'intégration continue.
Diplômé/e d\'une école d\'Ingénieur ou d\'une formation équivalente, vous avez une première expérience dans le développement fullstack web Java/TypeScript/Angular.
Vous êtes reconnu/e pour votre rigueur, votre goût du travail en équipe et votre capacité à transmettre vos connaissances et votre savoir-faire aux autres.
Alors sans plus attendre, intégrez une entreprise où règne un esprit entrepreneurial fort et une atmosphère propice à votre évolution&#xa0;!...",2024-10-29T21:41:21.000Z,2024-11-20T21:58:32.000Z,45 - ORLEANS,45234,M1805,,CDI,Expérience exigée de 2 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6711250,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/41022722?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}, {'nom': 'DIRECTEMPLOI', 'url': 'https://www.directemploi.com/candidatOffre/44978017?utm_source=pole-emploi&utm_medium=referral&utm_campaign=Pôle-Emploi', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/directemploi80.png'}]",,,,,,
6712275,Programmeur / Programmeuse d'études (H/F),"Description du poste :
#çamatchentrenous :¿ Une entreprise à taille humaine¿ Expertise reconnue en tôlerie fine ¿ Entreprise en plein développement ""Entreprise spécialisée dans la réalisation de tôlerie fine, nous sommes implantés dans le Lot-et-Garonne depuis presque 60 ans. Toujours en quête d'excellence pour satisfaire nos clients, nous recherchons aujourd'hui notre nouveau(elle) technicien(ne) d'études (H/F)"".Votre potentiel permettra de : - Analyser les demandes de prix et s'assurer de leur faisabilité, - Établir les devis en relation avec le service commercial et suivre les offres, - Consulter les fournisseurs pour les matières et composants nécessaires, - Contribuer à l'amélioration continue des processus de devis.Votre envie de nous rejoindre :Votre rigueur, votre sens de l'organisation et vos qualités relationnelles seront les clés de votre réussite. Vous disposez d'un Bac +2 en tôlerie ou chaudronnerie, avec une expérience de 2 ans en tant que deviseur(se) ou métreur(se).En fonction de vos compétences et de votre expérience, votre rémunération annuelle brute sera basée entre 25K€ et 33K€.Poste à pourvoir en CDI à raison de 35 heures hebdomadaires.Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Le cabinet s'engage à vous répondre sous 48h !",2024-10-29T22:03:00.000Z,2024-11-20T06:56:03.000Z,47 - CAUMONT SUR GARONNE,47061,M1805,,CDI,Expérience exigée de 1 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6712275,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/40704380?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}]",,,,,,
6712109,Programmeur / Programmeuse d'études (H/F),"Description du poste :
#çamatchentrenous :¿ Une entreprise à taille humaine¿ Expertise reconnue en tôlerie fine ¿ Entreprise en plein développement ""Entreprise spécialisée dans la réalisation de tôlerie fine, nous sommes implantés dans le Lot-et-Garonne depuis presque 60 ans. Toujours en quête d'excellence pour satisfaire nos clients, nous recherchons aujourd'hui notre nouveau(elle) technicien(ne) d'études (H/F)"".Votre potentiel permettra de : - Analyser les demandes de prix et s'assurer de leur faisabilité, - Établir les devis en relation avec le service commercial et suivre les offres, - Consulter les fournisseurs pour les matières et composants nécessaires, - Contribuer à l'amélioration continue des processus de devis.Votre envie de nous rejoindre :Votre rigueur, votre sens de l'organisation et vos qualités relationnelles seront les clés de votre réussite. Vous disposez d'un Bac +2 en tôlerie ou chaudronnerie, avec une expérience de 2 ans en tant que deviseur(se) ou métreur(se).En fonction de vos compétences et de votre expérience, votre rémunération annuelle brute sera basée entre 25K€ et 33K€.Poste à pourvoir en CDI à raison de 35 heures hebdomadaires.Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Le cabinet s'engage à vous répondre sous 48h !",2024-10-29T22:00:18.000Z,2024-11-20T06:54:15.000Z,47 - DAMAZAN,47078,M1805,,CDI,Expérience exigée de 1 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6712109,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/40704275?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}]",,,,,,
6712275,Programmeur / Programmeuse d'études (H/F),"Description du poste :
#çamatchentrenous :¿ Une entreprise à taille humaine¿ Expertise reconnue en tôlerie fine ¿ Entreprise en plein développement ""Entreprise spécialisée dans la réalisation de tôlerie fine, nous sommes implantés dans le Lot-et-Garonne depuis presque 60 ans. Toujours en quête d'excellence pour satisfaire nos clients, nous recherchons aujourd'hui notre nouveau(elle) technicien(ne) d'études (H/F)"".Votre potentiel permettra de : - Analyser les demandes de prix et s'assurer de leur faisabilité, - Établir les devis en relation avec le service commercial et suivre les offres, - Consulter les fournisseurs pour les matières et composants nécessaires, - Contribuer à l'amélioration continue des processus de devis.Votre envie de nous rejoindre :Votre rigueur, votre sens de l'organisation et vos qualités relationnelles seront les clés de votre réussite. Vous disposez d'un Bac +2 en tôlerie ou chaudronnerie, avec une expérience de 2 ans en tant que deviseur(se) ou métreur(se).En fonction de vos compétences et de votre expérience, votre rémunération annuelle brute sera basée entre 25K€ et 33K€.Poste à pourvoir en CDI à raison de 35 heures hebdomadaires.Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Le cabinet s'engage à vous répondre sous 48h !",2024-10-29T22:03:00.000Z,2024-11-20T06:56:03.000Z,47 - CAUMONT SUR GARONNE,47061,M1805,,CDI,Expérience exigée de 1 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6712275,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/40704380?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}]",,,,,,
6714053,Développeur Cobol (H/F),"Description du poste :
Développeur COBOL (H/F) - Orléans
Nous recherchons un Développeur COBOL (H/F) pour l'un de nos clients basé à Orléans.
YOUR DAILY LIFE***Analyser les besoins fonctionnels et techniques des utilisateurs.
* Concevoir, développer et maintenir des programmes COBOL.
* Réaliser les tests unitaires et les corrections associées.
* Assurer la maintenance corrective et évolutive des applications existantes.
* Optimiser les performances des systèmes.
* Travailler en étroite collaboration avec les équipes fonctionnelles et techniques.
* Participer aux phases de recette et au suivi en production.
Description du profil :
Technical skills***Maîtrise du langage COBOL (Mainframe, Batch et Online).
* Connaissance en Java batch serait un plus
* Agilité
Soft skills
Rigueur, autonomie, proactivité, et capacité à s'adapter aux environnements techniques complexes.",2024-10-30T02:52:06.000Z,2024-11-07T10:01:21.000Z,45 - ORLEANS,45234,M1805,,CDI,Expérience exigée de 3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6714053,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/41298882?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}]",,,"Annuel de 35000,00 Euros à 50000,00 Euros",,,
6717252,Analyste développeur JAVA J2EE (H/F),"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Sopra Steria recherche actuellement des profils :
Description de l'entreprise
Sopra Steria, acteur majeur de la Tech en Europe avec 56 000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services numériques et d'édition de logiciels. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative.
Sopra Steria place l'humain au centre de son action et s'engage auprès de ses clients à tirer le meilleur parti du digital pour construire un avenir positif. En 2023, le Groupe a réalisé un chiffre d'affaires de 5,8 milliards d'euros.
The world is how we shape it
Description du poste
Votre futur environnement de travail :
Vous évoluez au sein d'une agence de plus de 200 collaborateurs, intervenant sur des projets majeurs et à forte technicité pour des clients du secteur financier.
Leur objectif : imaginer, construire et déployer des solutions numériques innovantes au service de la transformation SI et de la transition énergétique.
Afin de parfaire votre expertise technique, nous vous proposons de prendre part à l'initiative Tech'me UP qui a pour but de valoriser les filières techniques chez Sopra Steria.
Les axes principaux sont les suivants :***Excellence Tech : développer les compétences par du craftsmanship et de l'algorithmie, améliorer les environnements de développement pour répondre aux enjeux de time-to-market et de qualité ;
* Image Tech : préparation et répétition de talk en interne et en externe, conférences et rédaction de billets tech ;
* Développement humain : permettre à chaque développeur.euse et architecte de trouver sa voie d'évolution jusqu'au plus haut niveau, mettre en lumière les compétences des expert.e.s !
Votre rôle et vos missions :
Au sein d'une équipe projet de 5 à 15 personnes, vous avez pour missions :***L'initialisation des bases de code, les structures des projets, en établissant les bonnes pratiques de développement.
* Vous prenez en charge des conceptions, des chiffrages & des développements critiques ou complexes.
* Vous êtes le support des développeurs de l'équipe et réalisez les revues de code (PR/MR).
* Vous êtes le garant de la chaîne d'intégration continue sur votre stack.
* Vous contribuez à la capitalisation technique et présentez des sujets techniques au sein des équipes.
* Vous participez aux avant-ventes lorsque votre domaine d'expertise est concerné.
Votre environnement technique : Java 8/11/17, Oracle, PostgreSQL, JBoss EAP 7, Spring, Hibernate, Talend, Angular ou React
Qualifications
Votre profil :
Vous disposez d'au moins 3 ans d'expérience en tant que développeur, vous possédez de solides compétences techniques dans les stacks techniques back Java et front React.
Vous avez déjà effectué des missions de conception, expérimentation et mise en œuvre de la structure de l'application avec support aux équipes de développement.
Vous avez déjà proposé des présentations/formations sur la bonne implémentation de la stack technique à une petite équipe de développeurs juniors.
Vous avez participé à la mise en œuvre de l'industrialisation, de la CI/CD, recouvrant les aspects de qualimétrie et de sécurité.
Vous êtes sensible au software craftmanship, et aux bonnes bonnes pratiques de développement (SOLID, Clean Code).
Pour finir, vous êtes diplômé(e) d'une école d'Ingénieur ou d'une formation Universitaire ou équivalent.
Vous aimez relever des challenges et participer à la modernisation technologique ainsi qu'à la transformation cloud des systèmes d'information IT ? Alors intégrez une entreprise où règne un esprit entrepreneurial fort et une atmosphère propice à votre évolution : participez sans plus attendre à une transformation durable grâce à une véritable aventure humaine au sein d'un grand groupe international.
Informations supplémentaires
Ce que nous vous proposons :***Un accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos missions.
* Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d'intéressement, des primes vacances et cooptation.
* Un accompagnement individualisé avec un mentor.
* Des opportunités de carrières mult",2024-10-30T03:15:45.000Z,2024-11-21T08:56:46.000Z,44 - NANTES,44109,M1805,,CDI,Expérience exigée de 3 An(s),False,https://candidat.francetravail.fr/offres/recherche/detail/6717252,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/41439668?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.francetravail.fr/logos/img/partenaires/meteojob80.png'}]",,,,,,
